Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram_in_GB,Gpu,OpSys,Weight,Price_rupees,Memory_type,Memory_in_GB
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,1.86,27101,HDD,500
Asus,VivoBook Max,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.0,53490,SSD,256
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD,8,AMD Radeon,Windows 10,2.4,40971,HDD,1000
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.2,66521,SSD,512
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.5,75646,SSD,256
Toshiba,Tecra Z40-C-12X,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.47,100831,SSD,128
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,6,Nvidia GeForce,Windows 10,2.8,65609,SSD +  1TB HDD,128
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.56,80209,SSD,256
HP,Probook 430,Notebook,13.3,1920x1080,Intel,16,Intel UHD,Windows 10,1.49,109226,SSD,512
Apple,MacBook Air,Ultrabook,11.6,1366x768,Intel,4,Intel HD,Mac OS X,1.08,87509,Flash Storage,256
HP,Elitebook 850,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.84,104390,SSD,256
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.54,172208,SSD,256
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,No OS,2.2,62506,HDD,1000
Asus,Rog GL552VW-CN470T,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.59,122184,SSD +  1TB HDD,128
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,2560x1440,Intel,16,Intel HD,Windows 10,1.42,257690,SSD,1000
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.1,80209,SSD,256
HP,Probook 450,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.04,89334,SSD +  1TB HDD,128
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.0,36409,HDD,1000
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel,4,Intel HD,Windows 10,1.65,77471,HDD,500
Dell,Alienware 17,Gaming,17.3,3840x2160,Intel,32,Nvidia GeForce,Windows 10,4.36,333920,SSD +  1TB HDD,1000
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,No OS,2.4,90246,SSD +  1TB HDD,128
Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14.0,1920x1080,Intel,8,Intel UHD,Windows 10,1.4,85866,SSD,256
Dell,Vostro 5468,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.6,78384,SSD,256
Asus,Zenbook 3,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.1,103569,SSD,256
HP,Pavilion 14-BK001nv,Notebook,14.0,1920x1080,Intel,6,Nvidia GeForce,Windows 10,1.58,60134,SSD,256
Lenovo,Thinkpad T460,Ultrabook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.7,100010,SSD,180
Dell,XPS 13,2 in 1 Convertible,13.3,1920x1080,Intel,16,Intel HD,Windows 10,1.22,150471,SSD,256
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel,8,Intel UHD,Windows 10,1.37,168721,SSD,512
HP,ProBook 650,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.31,130214,SSD,256
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel,4,Intel HD,Windows 10,1.26,113515,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.3,42797,HDD,1000
Dell,Inspiron 5368,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.62,59221,HDD,1000
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.37,166531,SSD,512
HP,ProBook 470,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.5,89151,SSD +  1TB HDD,128
Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.6,102109,SSD,128
MSI,GE72 Apache,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.9,137896,SSD +  1TB HDD,128
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.48,159596,SSD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Others,2.1,62871,HDD,500
HP,250 G6,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.96,54658,SSD,256
HP,250 G6,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.86,62962,SSD,256
HP,Pavilion 15-AW003nv,Notebook,15.6,1920x1080,AMD,6,AMD Radeon,Windows 10,2.04,50187,Hybrid,1000
MSI,GS63VR 7RF,Gaming,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,1.8,209784,SSD +  2TB HDD,256
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,8,Nvidia GeForce,Windows 10,2.2,74095,HDD,500
Others,Others,Ultrabook,14.0,1920x1080,Intel,12,Intel HD,Others,1.4,209784,SSD,512
Others,Others,Notebook,15.6,1920x1080,Intel,8,Intel HD,Others,2.3,95776,SSD,256
Others,Others,Ultrabook,13.5,2256x1504,Intel,4,Intel HD,Others,1.252,99371,SSD,128
MSI,GE73VR 7RE,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.8,172462,SSD +  1TB HDD,256
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.25,32759,HDD,1000
Lenovo,ThinkPad P51,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Windows 10,2.67,175656,SSD,512
Razer,Blade Pro,Gaming,17.3,3840x2160,Intel,32,Nvidia GeForce,Windows 10,3.49,501784,SSD,512
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,Intel,6,Nvidia GeForce,Windows 10,2.2,71996,SSD,256
Asus,ROG Zephyrus,Gaming,15.6,1920x1080,Intel,24,Nvidia GeForce,Windows 10,2.24,270830,SSD,512
Dell,Inspiron 7773,2 in 1 Convertible,17.3,1920x1080,Intel,12,Nvidia GeForce,Windows 10,2.77,91159,HDD,1000
Asus,Rog GL753VD-GC042T,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,3.0,94809,HDD,1000
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Linux,2.2,61808,SSD,256
Acer,Aspire 5,Notebook,17.3,1920x1080,Intel,4,Nvidia GeForce,Windows 10,3.0,59769,HDD,1000
Dell,Inspiron 7577,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.65,91159,HDD,1000
Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.32,136784,SSD,256
Lenovo,ThinkPad T460s,Ultrabook,14.0,1920x1080,Intel,12,Intel HD,Windows 7,1.4,209784,SSD,512
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel,4,Intel HD,No OS,2.2,40515,SSD,256
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.2,33671,HDD,500
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Windows 10,2.18,56028,HDD,1000
HP,ZBook 17,Workstation,17.3,1920x1080,Intel,8,AMD FirePro,Windows 7,3.0,264534,HDD,1000
HP,ProBook 470,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.5,83402,HDD,1000
HP,Spectre x360,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.26,127658,SSD,256
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel,8,AMD Radeon,Windows 10,3.0,60134,HDD,1000
HP,ProBook 430,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.49,99462,SSD,256
Mediacom,Smartbook 142,Notebook,14.0,1920x1200,Intel,4,Intel HD,Windows 10,1.4,24181,HDD,32
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.2,61046,HDD,1000
Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel,8,Nvidia GeForce,Windows 10,3.3,57396,HDD,1000
Others,Others,Notebook,15.6,1366x768,Intel,8,Intel HD,Others,2.2,53746,SSD,128
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.36,50860,HDD,2000
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.04,97638,SSD,256
HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.43,203396,SSD,256
Others,Others,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Others,1.12,90246,SSD,256
Acer,Nitro 5,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.7,114975,SSD +  1TB HDD,128
HP,EliteBook 820,Netbook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.26,152296,SSD,256
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.37,77553,SSD,256
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.0,173284,SSD,512
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,40789,HDD,1000
Acer,Swift 3,Ultrabook,14.0,1920x1080,Intel,8,Intel UHD,Windows 10,1.6,70262,SSD,256
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel,8,Intel HD,Mac OS X,0.92,118625,Flash Storage,256
Asus,Rog GL752VW-T4308T,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,3.52,119765,SSD +  1TB HDD,128
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.2,28196,HDD,1000
Asus,ROG Strix,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.3,150471,SSD +  1TB HDD,128
HP,250 G6,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,1.86,36226,HDD,500
Lenovo,IdeaPad 310-15ABR,Notebook,15.6,1920x1080,AMD,6,AMD Radeon,Windows 10,2.4,45534,HDD,1000
Lenovo,ThinkPad T460,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 7,1.7,91432,Hybrid,508
Others,Others,2 in 1 Convertible,14.0,1920x1080,Intel,8,Intel HD,Others,1.7,91159,SSD,256
Others,Others,Notebook,15.6,3840x2160,Intel,8,Nvidia GeForce,Others,2.0,118534,SSD +  1TB HDD,256
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,No OS,2.2,57396,SSD,256
Others,Others,Notebook,14.0,1920x1080,Intel,8,Nvidia GeForce,Others,1.64,99371,SSD,256
Others,Others,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Others,1.28,233509,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,4,Intel HD,Others,2.25,51009,HDD,1000
Others,Others,Notebook,14.0,1366x768,Intel,8,Intel HD,Others,1.6,102812,SSD,256
HP,Spectre Pro,2 in 1 Convertible,13.3,2560x1440,Intel,8,Intel HD,Windows 10,1.48,186241,SSD,512
Others,Others,Notebook,14.0,1366x768,Intel,4,Intel HD,Others,1.44,20896,SSD,32
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,AMD,6,AMD Radeon,Windows 10,2.71,59770,HDD,2000
Others,Others,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Others,2.2,59039,HDD,1000
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.1,27192,HDD,1000
Others,Others,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Others,1.86,36409,HDD,500
Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.2,132221,SSD +  1TB HDD,128
Others,Others,2 in 1 Convertible,13.3,1366x768,Intel,8,Intel HD,Others,1.58,76340,SSD,256
MSI,GL72M 7RDX,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.7,108752,SSD +  1TB HDD,128
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Linux,2.2,44256,SSD,256
Others,Others,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Others,1.32,164159,SSD,256
Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,Intel,4,Intel HD,Windows 10,1.5,34219,Flash Storage,32
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,No OS,2.4,104846,SSD +  1TB HDD,256
Asus,ROG GL703VD-GC028T,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.9,128389,SSD +  1TB HDD,256
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.1,56707,HDD +  1TB HDD,1000
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel,16,Intel HD,Windows 10,0.81,150471,SSD,256
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.84,191930,SSD +  500GB HDD,256
Dell,Alienware 17,Gaming,17.3,2560x1440,Intel,16,Nvidia GeForce,Windows 10,4.36,251668,SSD +  1TB HDD,512
Others,Others,Notebook,15.6,1366x768,Intel,8,Intel HD,Others,2.0,72361,SSD,128
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,1.9,85592,SSD,256
Others,Others,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Others,1.78,219730,SSD,256
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.2,61594,HDD,1000
Toshiba,Portege X30-D-10L,Ultrabook,13.3,1920x1080,Intel,32,Intel HD,Windows 10,1.05,255409,SSD,512
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,32,Nvidia GeForce,Windows 10,4.42,280401,SSD +  1TB HDD,512
Dell,Latitude 3570,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.06,43981,HDD,500
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel,8,Nvidia GeForce,No OS,2.2,45534,SSD,256
Acer,Aspire A715-71G,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Linux,2.5,89334,SSD,256
Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel,4,Nvidia GeForce,Windows 10,2.8,42522,HDD,1000
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.42,224141,SSD +  1TB HDD,256
Dell,Inspiron 7779,2 in 1 Convertible,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.77,164159,SSD,512
Others,Others,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Others,1.2,145088,SSD,256
HP,250 G6,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.86,27284,SSD,128
Razer,Blade Pro,Gaming,14.0,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.95,237159,SSD,256
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.65,28196,HDD,1000
HP,EliteBook 1030,Ultrabook,13.3,3200x1800,Intel,16,Intel HD,Windows 10,1.16,179306,SSD,512
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.2,70810,HDD,1000
Others,Others,2 in 1 Convertible,15.6,1920x1080,Intel,16,Intel UHD,Others,2.0,117256,SSD,512
Lenovo,ThinkPad T460,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 7,1.7,109409,SSD,180
Dell,Latitude 3180,Netbook,11.6,1366x768,Intel,4,Intel HD,Windows 10,1.63,67890,SSD,128
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Linux,2.18,42431,HDD,1000
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel,4,Nvidia GeForce,Windows 10,2.2,65729,HDD,500
Lenovo,ThinkPad X270,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.36,130396,SSD,256
Others,Others,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Others,3.0,85592,SSD +  1TB HDD,128
Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.09,95488,HDD,500
Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.87,78384,SSD,256
Dell,Inspiron 7559,Gaming,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.72,100284,SSD +  1TB HDD,128
Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Intel,8,Intel HD,Chrome OS,1.1,142259,SSD,256
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.56,82308,SSD,256
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,29018,HDD,500
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,No OS,2.4,71084,SSD,256
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,1920x1080,Intel,16,Intel HD,Windows 10,1.2,159414,SSD,512
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel,4,Intel HD,Windows 10,1.26,140434,HDD,500
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.2,33671,HDD,500
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.84,173375,SSD,256
Lenovo,ThinkPad X1,Notebook,14.0,2560x1440,Intel,16,Intel HD,Windows 7,1.1,239075,SSD,256
Acer,TravelMate B,Netbook,11.6,1366x768,Intel,4,Intel HD,Windows 10,1.4,39694,SSD,128
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel,8,Intel Iris,Windows 10 S,1.252,170441,SSD,256
Toshiba,Tecra A50-D-11M,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.0,97090,HDD,500
MSI,GS43VR 7RE,Gaming,14.0,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.6,172554,SSD +  1TB HDD,256
HP,Spectre x360,Ultrabook,13.3,3840x2160,Intel,16,Intel HD,Windows 10,1.3,186971,SSD,512
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,16,Intel HD,Windows 10,1.93,130183,SSD,512
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,1.96,45534,HDD,500
Dell,Alienware 17,Gaming,17.3,2560x1440,Intel,16,Nvidia GeForce,Windows 10,4.42,255409,SSD +  1TB HDD,256
Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Intel,4,Intel UHD,Windows 10,2.2,62232,SSD,256
Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.2,38234,HDD,500
Asus,VivoBook Pro,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.99,82729,HDD,1000
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.3,53381,HDD,500
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.5,108496,SSD +  1TB HDD,128
Dell,Latitude 5490,Ultrabook,14.0,1920x1080,Intel,8,Intel UHD,Windows 10,1.6,104846,SSD,256
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,44703,HDD,500
Others,Others,Gaming,17.3,1920x1080,Intel,12,Nvidia GeForce,Others,3.78,155034,HDD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,1.7,102018,SSD,256
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.9,86231,SSD,128
Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.6,31846,Flash Storage,128
Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,Intel,8,Intel UHD,Windows 10,1.75,95721,SSD,256
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel,8,Intel HD,Windows 10,1.27,213434,SSD,256
Lenovo,ThinkPad P70,Notebook,17.3,3840x2160,Intel,16,Nvidia Quadro,Windows 7,2.4,270830,SSD,512
Others,Others,Ultrabook,13.3,2560x1600,Intel,8,Intel Iris,Others,1.37,129484,SSD,256
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 7,1.54,94078,HDD,500
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel,8,Intel HD,macOS,0.92,137788,SSD,512
Acer,Aspire 5,Notebook,15.6,1366x768,AMD,8,AMD Radeon,Windows 10,2.2,60134,SSD,256
Others,Others,Ultrabook,13.3,1920x1080,Intel,8,Intel UHD,Others,1.23,127659,SSD,256
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,2560x1440,Intel,8,Intel HD,Windows 10,0.99,127659,SSD,512
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.22,89334,SSD,128
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.36,89334,SSD +  1TB HDD,128
HP,EliteBook 1030,Notebook,13.3,3200x1800,Intel,8,Intel HD,Windows 10,1.16,155034,SSD,256
Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel,4,Intel HD,Chrome OS,1.5,29656,Flash Storage,16
Dell,Alienware 17,Gaming,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,4.42,261795,SSD +  1TB HDD,256
Others,Others,Notebook,14.0,1366x768,Intel,4,Intel HD,Others,1.64,71084,HDD,500
Apple,MacBook Air,Ultrabook,13.3,1440x900,Intel,8,Intel HD,Mac OS X,1.35,91068,Flash Storage,256
Dell,Inspiron 7567,Gaming,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.62,153209,SSD,512
HP,Pavilion 15-cb003nv,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.62,82034,HDD,1000
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.95,179123,SSD,512
HP,ZBook 17,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Windows 10,3.14,188422,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Linux,2.2,54741,HDD,1000
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.1,79114,SSD,256
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.4,40314,HDD,500
Asus,ZenBook Pro,Notebook,15.6,3840x2160,Intel,12,Intel HD,Windows 10,2.06,118534,SSD +  1TB HDD,128
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel,8,AMD Radeon,Windows 10,2.8,99006,SSD +  1TB HDD,128
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,1.93,124921,SSD,256
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.5,95630,SSD +  1TB HDD,128
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.6,123096,SSD +  1TB HDD,128
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,1.95,89425,SSD,256
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,54659,SSD,256
Acer,Aspire 5,Notebook,15.6,1366x768,Intel,12,Nvidia GeForce,Windows 10,2.2,63327,HDD,1000
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,8,AMD Radeon,Linux,2.3,73547,HDD,1000
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.0,111690,SSD +  1TB HDD,256
Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,Intel,16,Nvidia Quadro,Windows 10,2.5,223471,SSD,512
Toshiba,Portege Z30-C-16J,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.2,110686,SSD,256
Acer,TravelMate P259-G2,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.23,56484,HDD,500
Razer,Blade Pro,Gaming,14.0,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.95,319284,SSD,1000
Others,Others,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Others,1.26,209597,SSD,256
Others,Others,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Others,2.59,80210,HDD,1000
Acer,Swift 3,Ultrabook,14.0,1920x1080,Intel,8,Intel UHD,Windows 10,1.6,80665,SSD,256
Lenovo,ThinkPad Yoga,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.3,156356,SSD,256
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,32,Nvidia GeForce,Windows 10,4.42,255500,SSD +  1TB HDD,256
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,6,Intel HD,Windows 10,2.3,41884,HDD,1000
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,1.91,53746,SSD,128
Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14.0,1366x768,AMD,2,AMD Radeon,Windows 10,1.65,18159,Flash Storage,32
MSI,GS63VR 7RG,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.8,204537,SSD +  2TB HDD,256
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.1,43618,HDD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Others,2.14,67075,SSD,256
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,1.65,122731,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Others,2.1,47359,HDD,1000
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,39146,SSD,128
Others,Others,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.5,77198,SSD,256
